,FG,FGA,FGApred,Error,PercentageError,RsquaredU,RsquaredT
273,1.1,3.0,2.692884525654524,0.3071154743454758,10.237182478182527,0.09431991458244661,16.7135701615604
274,4.8,8.2,10.35152496658591,2.15152496658591,26.238109348608663,4.629059681842502,1.2360473189208843
275,3.6,8.3,7.867641580337893,0.43235841966210753,5.209137586290451,0.1869338030527151,1.4684026488701276
276,5.3,12.7,11.386476377522584,1.3135236224774154,10.342705688798546,1.7253443068061916,31.49203716663668
277,3.4,9.5,7.453661015963223,2.046338984036777,21.54041035828186,4.187503237588668,5.8166666082610075
278,2.5,6.4,5.59074847627721,0.8092515237227902,12.644555058168597,0.6548880286476576,0.47365137983456346
279,1.8,5.1,4.141816500965867,0.9581834990341322,18.7879117457673,0.9181156178212929,3.953032090494444
280,5.3,11.7,11.386476377522584,0.3135236224774154,2.6796890810035503,0.09829706185136089,21.268483867144283
281,3.5,7.7,7.660651298150558,0.03934870184944206,0.5110221019408059,0.0015483203372362849,0.37427066917468554
282,3.0,6.7,6.625699887213885,0.07430011278611559,1.1089569072554566,0.005520506760029497,0.1507173696822841
283,0.8,1.4,2.0719136790925194,0.6719136790925195,47.99383422089426,0.45146799215164535,32.355884882372564
284,3.9,9.3,8.488612426899898,0.8113875731001023,8.724597560216154,0.6583497937812739,4.89195594836253
285,4.1,7.7,8.902592991274567,1.2025929912745665,15.61809079577359,1.4462299026627097,0.37427066917468554
286,2.5,6.4,5.59074847627721,0.8092515237227902,12.644555058168597,0.6548880286476576,0.47365137983456346
287,2.7,7.0,6.00472904065188,0.9952709593481197,14.218156562115997,0.9905642825217266,0.007783359530004577
288,4.1,8.1,8.902592991274567,0.8025929912745671,9.908555447834162,0.6441555096430573,1.0236919889716452
289,1.2,2.7,2.8998748078418584,0.19987480784185818,7.402770660809561,0.039949938809819736,19.256504171712677
290,0.8,2.7,2.0719136790925194,0.6280863209074807,23.26245632990669,0.3944924265110949,19.256504171712677
291,2.0,5.1,4.555797065340537,0.544202934659463,10.670645777636532,0.29615683409197174,3.953032090494444
292,3.9,7.3,8.488612426899898,1.1886124268998985,16.28236201232738,1.4127995013808667,0.04484934937772483
293,2.5,6.8,5.59074847627721,1.2092515237227897,17.7831106429822,1.4622892476258884,0.08307269963152446
294,0.1,1.1,0.6229817037811763,0.47701829621882375,43.3652996562567,0.22754645492750947,35.85881889252483
295,3.6,7.6,7.867641580337893,0.26764158033789354,3.521599741288073,0.07163201552576512,0.26191533922544485
296,6.7,14.6,14.28434032814527,0.3156596718547302,2.162052546950207,0.09964102843543596,56.42678843567225
297,1.8,4.2,4.141816500965867,0.05818349903413278,1.38532140557459,0.00338531955985493,8.341834120951281
298,0.5,1.2,1.4509428325305154,0.2509428325305154,20.911902710876284,0.0629723051984383,34.67117422247408
299,2.4,4.8,5.383758194089875,0.5837581940898753,12.161629043539069,0.3407736291670725,5.235966100646723
300,0.9,3.3,2.2789039612798545,1.0210960387201453,30.94230420364077,1.0426371202899725,14.350636151408121
301,1.0,2.0,2.485894243467189,0.4858942434671891,24.294712173359457,0.23609321583455206,25.890016862068
302,2.3,5.4,5.176767911902541,0.22323208809745942,4.1339275573603596,0.049832565156351885,2.850098080342162
303,2.2,6.0,4.969777629715207,1.0302223702847932,17.170372838079885,1.0613581322352177,1.1842300600376034
304,3.3,7.5,7.246670733775888,0.253329266224112,3.377723549654827,0.06417571712564701,0.16956000927620513
305,3.9,5.9,8.488612426899898,2.588612426899898,43.874786896608434,6.70091429670058,1.4118747300883625
306,5.5,10.7,11.800456941897252,1.100456941897253,10.284644316796758,1.211005480969854,13.044930567651884
307,2.3,5.5,5.176767911902541,0.32323208809745907,5.876947056317438,0.10447898277584354,2.522453410291403
308,3.6,6.1,7.867641580337893,1.7676415803378935,28.977730825211374,3.124556756539446,0.9765853899868443
309,0.7,1.2,1.8649233969051848,0.6649233969051849,55.410283075432076,0.44212312375193,34.67117422247408
310,4.5,10.6,9.730554120023907,0.8694458799760927,8.202319622415969,0.7559361382074021,12.332575237702645
311,5.1,12.7,10.972495813147912,1.7275041868520873,13.60239517206368,2.9842707155914914,31.49203716663668
312,1.0,2.6,2.485894243467189,0.11410575653281096,4.388682943569652,0.013020123673925132,20.144148841763435
313,3.1,7.9,6.832690169401219,1.0673098305987816,13.51025102023774,1.1391502744928,0.6589813290731661
314,6.8,11.7,14.491330610332604,2.7913306103326043,23.857526584039356,7.791526576179789,21.268483867144283
315,3.7,8.9,8.074631862525226,0.8253681374747739,9.273799297469369,0.6812325623585772,3.282534628565568
316,6.4,13.7,13.663369481583267,0.03663051841673237,0.2673760468374626,0.0013417948794785695,43.71559046612908
317,1.8,3.6,4.141816500965867,0.5418165009658673,15.05045836016298,0.2935651207188957,12.167702141255841
